Trt,Rack,Row,Pos,RIL,Rep,PLANT_ID,PLOT,leaf_mass,stem_mass,seed_mass,notes,ht_flag,ht_flower,flowering
elevated,40,4,19,56,9,56.9,4019,0.0197,0.0988,0.2090,,11.4,23.2,
elevated,40,4,20,11,9,11.9,4020,,,,,,,
elevated,41,1,1,17,7,17.7,4101,0.0148,0.0883,0.2024,,7.6,20.5,
elevated,41,1,2,25,8,25.8,4102,0.0138,0.1057,0.2404,,13.6,19.4,
elevated,41,1,3,81,7,81.7,4103,0.7826,0.6052,,,14.5,,not flowering
elevated,41,1,4,146,9,146.9,4104,0.0671,0.3732,0.5513,,12.6,25.7,
elevated,41,1,5,62,7,62.7,4105,0.0475,0.2895,0.4230,,13.2,26.5,
elevated,41,2,6,99,7,99.7,4106,0.0405,0.2596,0.4689,,12.4,25.1,
elevated,41,2,7,109,9,109.9,4107,0.0205,0.1499,0.2925,,8.7,22.4,
elevated,41,2,8,56,7,56.7,4108,0.9133,1.2133,0.4160,,24.9,37.1,
elevated,41,2,9,143,7,143.7,4109,0.6882,0.9977,0.1443,,22.2,25.6,
elevated,41,2,10,144,7,144.7,4110,0.0136,0.0605,0.2308,,6.7,14.5,
elevated,41,3,11,64,7,64.7,4111,0.0275,0.2175,0.3519,,11.6,25.1,
elevated,41,3,12,109,7,109.7,4112,0.0190,0.2055,0.4329,,9.4,23.5,
elevated,41,3,13,98,9,98.9,4113,0.0152,0.1520,0.3156,,11.9,21.7,
elevated,41,3,14,121,9,121.9,4114,0.0248,0.1730,0.2981,,10.7,21.5,
elevated,41,3,15,1,7,1.7,4115,0.0262,0.1972,0.2103,,12.1,24.1,
elevated,41,4,16,128,7,128.7,4116,0.4401,0.4057,0.1137,,22.9,30.5,
elevated,41,4,17,22,9,22.9,4117,0.0128,0.1275,0.3194,,8.2,18.3,
elevated,41,4,18,26,7,26.7,4118,0.0655,0.4997,0.8065,,10.7,26.2,
elevated,41,4,19,53,7,53.7,4119,0.0217,0.1200,0.2658,,11.5,21,
elevated,41,4,20,55,8,55.8,4120,0.1115,0.4102,0.3139,,13.5,28.2,
elevated,42,1,1,83,9,83.9,4201,0.0362,0.2387,0.3903,,10,23.1,
elevated,42,1,2,66,7,66.7,4202,,,,,,,
elevated,42,1,3,96,8,96.8,4203,0.0989,0.1841,0.0920,,15.6,25,
elevated,42,1,4,119,8,119.8,4204,0.0235,0.2080,0.3115,,10.3,21.1,
elevated,42,1,5,78,7,78.7,4205,0.0151,0.1120,0.1855,,11,22.3,
elevated,42,2,6,149,9,149.9,4206,0.0322,0.1990,0.3440,,11.6,23.8,
elevated,42,2,7,33333,7,bd3-1.7,4207,,,,,,,
elevated,42,2,8,71,9,71.9,4208,0.0862,0.4815,0.5268,,17.1,34.9,
elevated,42,2,9,123,8,123.8,4209,0.0245,0.1794,0.3420,,12.9,26.9,
elevated,42,2,10,173,8,173.8,4210,0.1099,0.6369,0.7457,,12.9,26.1,
elevated,42,3,11,72,9,72.9,4211,0.0577,0.3954,0.6540,,11,22.4,
elevated,42,3,12,54,7,54.7,4212,0.0669,0.3113,0.4502,,17.5,27.6,
elevated,42,3,13,158,9,158.9,4213,0.0811,0.5181,0.6441,,15,33.6,
elevated,42,3,14,126,8,126.8,4214,0.0206,0.1190,0.3003,,10.4,22,
elevated,42,3,15,158,7,158.7,4215,0.1112,0.4779,0.5114,,19.4,36,
elevated,42,4,16,15,9,15.9,4216,0.0043,0.0760,0.1809,,9.3,18.2,
elevated,42,4,17,79,7,79.7,4217,0.0236,0.2326,0.3769,,11.4,29.6,
elevated,42,4,18,9,9,9.9,4218,0.0422,0.3061,0.3700,,15.5,31.8,
elevated,42,4,19,94,8,94.8,4219,0.0313,0.3116,0.4338,,12,31.9,
elevated,42,4,20,63,7,63.7,4220,0.0863,0.3251,0.3544,,15.7,28.9,
elevated,43,1,1,138,8,138.8,4301,0.0116,0.0773,0.1810,,6,17.2,
elevated,43,1,2,43,8,43.8,4302,0.0538,0.4552,0.6013,,14.2,27.3,
elevated,43,1,3,131,8,131.8,4303,0.0841,0.4157,0.5495,,20.2,38.5,
elevated,43,1,4,170,8,170.8,4304,0.0698,0.3548,0.3737,,16.2,34.3,
elevated,43,1,5,32,8,32.8,4305,0.0129,0.0825,0.2279,,7.1,17.2,
elevated,43,2,6,100,8,100.8,4306,0.2765,0.6086,0.5397,,21.4,31,
elevated,43,2,7,125,8,125.8,4307,0.9781,1.1386,0.0385,,31.3,41.8,
elevated,43,2,8,168,8,168.8,4308,0.1210,0.4434,0.6465,,16,30.5,
elevated,43,2,9,169,7,169.7,4309,0.1163,0.4441,0.4339,,16.6,27.6,
elevated,43,2,10,129,8,129.8,4310,0.3447,0.3712,0.0800,,20.1,30,
elevated,43,3,11,13,8,13.8,4311,0.0111,0.0523,0.1233,,7.1,18.2,
elevated,43,3,12,47,8,47.8,4312,0.1004,0.4855,0.8303,,14.1,19,
elevated,43,3,13,111,8,111.8,4313,0.0148,0.1194,0.3343,,6.1,18,
elevated,43,3,14,42,8,42.8,4314,0.0237,0.1919,0.3541,,7.6,23.4,
elevated,43,3,15,160,7,160.7,4315,0.0289,0.2560,0.3782,,9.1,23.4,
elevated,43,4,16,108,7,108.7,4316,0.0136,0.0811,0.1433,,8.4,20,
elevated,43,4,17,66,9,66.9,4317,0.0298,0.1497,0.2139,,9.8,23.4,
elevated,43,4,18,76,8,76.8,4318,0.0263,0.2158,0.4538,,6.9,26,
elevated,43,4,19,51,9,51.9,4319,0.0200,0.0788,0.2220,,8.1,19.1,
elevated,43,4,20,90,7,90.7,4320,0.0121,0.0859,0.2308,,9.7,18.5,
elevated,44,1,1,60,7,60.7,4401,,,,,,,
elevated,44,1,2,71,7,71.7,4402,0.0351,0.2016,0.3001,,11.2,27.8,
elevated,44,1,3,149,8,149.8,4403,0.1808,0.5734,0.5709,,22.6,38.4,
elevated,44,1,4,164,9,164.9,4404,0.9240,0.6247,,,16.5,,not flowering
elevated,44,1,5,19,7,19.7,4405,,,,,,,
elevated,44,2,6,94,7,94.7,4406,0.0157,0.1228,0.2557,,10.2,20.8,
elevated,44,2,7,79,9,79.9,4407,0.2094,0.5841,0.3755,,21.5,36.1,
elevated,44,2,8,78,9,78.9,4408,0.0548,0.2165,0.3155,,16.1,28.1,
elevated,44,2,9,181,7,181.7,4409,0.0362,0.2372,0.3358,,15.5,27.8,
elevated,44,2,10,31,9,31.9,4410,,,,,,,
elevated,44,3,11,97,7,97.7,4411,1.1832,,,corn,,,
elevated,44,3,12,154,8,154.8,4412,0.0148,0.1101,0.2507,,9.5,19.8,
elevated,44,3,13,106,9,106.9,4413,0.0386,0.1907,0.3480,,13.5,25.5,
elevated,44,3,14,11,8,11.8,4414,,,,,,,
elevated,44,3,15,150,9,150.9,4415,0.1057,0.5106,0.4342,,13.6,29,
elevated,44,4,16,57,9,57.9,4416,0.1364,0.0231,0.1920,,12.1,,
elevated,44,4,17,101,7,101.7,4417,,,,,,,
elevated,44,4,18,21,8,21.8,4418,0.0150,0.0826,0.1293,,8,17.1,
elevated,44,4,19,59,9,59.9,4419,0.0746,0.4341,0.5435,,15,33.3,
elevated,44,4,20,128,9,128.9,4420,0.0261,0.1579,0.3356,,12,22.2,
elevated,45,1,1,88,9,88.9,4501,0.0243,0.1110,0.1870,,8.5,16.8,
elevated,45,1,2,33,8,33.8,4502,0.0080,0.0531,0.1658,,5.6,15.1,
elevated,45,1,3,20,8,20.8,4503,0.0455,0.1739,0.3499,,10.5,22.4,
elevated,45,1,4,176,9,176.9,4504,0.4009,0.7443,0.3614,,25.3,37.5,
elevated,45,1,5,115,8,115.8,4505,0.0150,0.0862,0.1928,,8.7,17,
elevated,45,2,6,58,7,58.7,4506,0.0328,0.1651,0.3092,,11.9,25.9,
elevated,45,2,7,95,8,95.8,4507,0.5648,1.3914,0.6631,,29.1,47.2,
elevated,45,2,8,116,8,116.8,4508,0.0199,0.1392,0.2652,,10.1,20.4,
elevated,45,2,9,107,7,107.7,4509,0.4246,0.5798,,,19.1,,not flowering
elevated,45,2,10,122,7,122.7,4510,0.2689,0.8480,0.6183,,24.2,40.6,
elevated,45,3,11,84,9,84.9,4511,0.0403,0.2036,0.3531,,9.1,22.3,
elevated,45,3,12,61,8,61.8,4512,0.0329,0.2703,0.3729,,12.6,29,
elevated,45,3,13,163,8,163.8,4513,0.0586,0.4207,0.5691,,14.5,33,
elevated,45,3,14,12,8,12.8,4514,0.0144,0.1120,0.2917,,9.9,20.1,
elevated,45,3,15,86,8,86.8,4515,0.0114,0.1090,0.2099,,10.1,24.5,
elevated,45,4,16,2,8,2.8,4516,0.0139,0.0650,0.1793,,8.3,18.3,
elevated,45,4,17,102,8,102.8,4517,0.0205,0.0938,0.2277,,9.5,20.4,
elevated,45,4,18,18,8,18.8,4518,0.0267,0.1922,0.3040,,11.5,23.1,
elevated,45,4,19,102,7,102.7,4519,0.0180,0.1213,0.3119,,11.3,21.8,
elevated,45,4,20,142,8,142.8,4520,0.0194,0.1454,0.2396,,7.9,22.1,
elevated,46,1,1,34,9,34.9,4601,0.0128,0.0645,0.1891,,7.1,18.9,
elevated,46,1,2,49,9,49.9,4602,0.0163,0.0996,0.2403,,8.2,20.1,
elevated,46,1,3,62,8,62.8,4603,0.0561,0.2954,0.4581,,12.5,27.4,
elevated,46,1,4,114,8,114.8,4604,0.0348,0.2827,0.5865,,11.8,24.5,
elevated,46,1,5,128,8,128.8,4605,0.0252,0.1522,0.3226,,14.9,26.5,
elevated,46,2,6,26,8,26.8,4606,0.0379,0.3602,,,9.5,,not flowering
elevated,46,2,7,117,8,117.8,4607,0.0176,0.0954,0.2761,,7.9,16.4,
elevated,46,2,8,174,8,174.8,4608,0.0069,0.0552,0.2338,,8.8,17,
elevated,46,2,9,68,9,68.9,4609,0.0521,0.4089,0.7394,,15.2,27.6,
elevated,46,2,10,23,8,23.8,4610,0.0225,0.1839,0.3982,,8,19.5,
elevated,46,3,11,50,9,50.9,4611,0.0272,0.1461,0.3307,,7.8,19.5,
elevated,46,3,12,121,8,121.8,4612,0.3568,0.8353,0.2723,,17.5,34.8,
elevated,46,3,13,65,9,65.9,4613,0.0055,0.0374,0.1409,,7.1,16,
elevated,46,3,14,81,8,81.8,4614,0.3624,0.9942,0.7314,,22.1,32.7,
elevated,46,3,15,99,8,99.8,4615,0.0296,0.1540,0.3027,,10.8,22.7,
elevated,46,4,16,55,7,55.7,4616,0.0287,0.2922,0.4823,,10.1,26,
elevated,46,4,17,145,8,145.8,4617,0.0254,0.1963,0.3551,,12,27.1,
elevated,46,4,18,162,9,162.9,4618,0.0287,0.2056,0.3613,,12.2,26.1,
elevated,46,4,19,152,8,152.8,4619,0.0182,0.1185,0.2808,,8.2,19,
elevated,46,4,20,112,8,112.8,4620,0.0145,0.0714,0.1985,,7.7,16.6,
elevated,46,4,21,99,9,99.9,4621,0.0365,0.1406,0.2585,,11,27.8,
subamb,47,1,1,33,1,33.1,4701,0.0043,0.0138,0.0341,,6,13.2,
subamb,47,1,2,182,1,182.1,4702,0.0557,0.1028,0.1141,,12.5,24.1,
subamb,47,1,3,116,1,116.1,4703,0.0108,0.0364,0.0822,,10.6,19.1,
subamb,47,1,4,44,3,44.3,4704,0.0451,0.1158,0.1413,,13.9,26.1,
subamb,47,1,5,2,3,2.3,4705,0.0046,0.0129,0.0418,,5.5,13.9,
subamb,47,2,6,124,3,124.3,4706,0.1869,0.1682,,,14.5,,not flowering
subamb,47,2,7,132,2,132.2,4707,0.0203,0.0402,0.0729,,10.9,19.1,
subamb,47,2,8,212121,1,bd21.1,4708,0.0085,0.0289,0.0558,,7.6,14.9,
subamb,47,2,9,156,3,156.3,4709,0.0097,0.0293,0.0585,,10,16.6,
subamb,47,2,10,blank,,blank.,4710,0.2523,0.1701,,,,,
subamb,47,3,11,29,3,29.3,4711,0.0244,0.0440,0.0993,,10.1,12.9,
subamb,47,3,12,26,1,26.1,4712,0.0970,0.1616,0.1201,,15.4,28.7,
subamb,47,3,13,112,3,112.3,4713,0.0072,0.0202,0.0526,,8,13.4,
subamb,47,3,14,81,1,81.1,4714,0.0552,0.1074,0.1447,,12.1,19.1,
subamb,47,3,15,115,3,115.3,4715,0.0057,0.0063,0.0212,,3.6,7.5,
subamb,47,4,16,104,1,104.1,4716,0.0082,0.0233,0.0560,,9,15.3,
subamb,47,4,17,12,1,12.1,4717,0.0030,0.0129,0.0332,,8,13.6,
subamb,47,4,18,172,1,172.1,4718,0.0048,0.0172,0.0399,,9.6,16.1,
subamb,47,4,19,89,1,89.1,4719,0.0090,0.0275,0.0396,,14.5,18.5,
subamb,47,4,20,1,3,1.3,4720,0.0037,0.0131,0.0224,,6.4,11,
subamb,48,1,1,170,1,170.1,4801,0.1841,0.1094,0.0415,,11.2,19.5,
subamb,48,1,2,18,1,18.1,4802,0.0197,0.0519,0.0882,,9.1,20.6,
subamb,48,1,3,84,2,84.2,4803,0.0064,0.0213,0.0514,,8.1,14.6,
subamb,48,1,4,47,1,47.1,4804,0.0325,0.0599,0.0965,,13.6,23.6,
subamb,48,1,5,108,2,108.2,4805,0.0071,0.0260,0.0525,,11.5,16.9,
subamb,48,2,6,20,1,20.1,4806,0.0195,0.0520,0.1439,,10,16.5,
subamb,48,2,7,42,1,42.1,4807,0.0136,0.0503,0.0747,,11.3,20.4,
subamb,48,2,8,58,2,58.2,4808,0.0085,0.0294,0.0803,,9.4,15.5,
subamb,48,2,9,119,2,119.2,4809,0.0153,0.0488,0.0842,,10.5,19.2,
subamb,48,2,10,31,1,31.1,4810,0.0041,0.0147,0.0390,,6,11.6,
subamb,48,3,11,131,3,131.3,4811,0.0073,0.0190,0.0614,,8,14.1,
subamb,48,3,12,61,1,61.1,4812,0.0213,0.0771,0.1022,,13,24,
subamb,48,3,13,169,1,169.1,4813,0.0606,0.1381,0.1748,,16.4,26.9,
subamb,48,3,14,126,2,126.2,4814,0.0235,0.0795,0.1382,,8.6,16.6,
subamb,48,3,15,123,2,123.2,4815,0.0089,0.0294,0.0703,,10.1,16.9,
subamb,48,4,16,160,1,160.1,4816,0.0081,0.0272,0.0564,,8,14.9,
subamb,48,4,17,160,3,160.3,4817,0.0132,0.0424,0.0566,,10,19.4,
subamb,48,4,18,47,3,47.3,4818,0.0103,0.0320,0.0720,,10,17.6,
subamb,48,4,19,125,3,125.3,4819,0.0096,0.0319,0.0418,,12.1,18.1,
subamb,48,4,20,157,1,157.1,4820,0.0329,0.0918,0.1467,,13.4,22.6,
subamb,49,1,1,137,1,137.1,4901,0.0201,0.0536,0.0993,,11.1,22.9,
subamb,49,1,2,139,1,139.1,4902,0.0312,0.0706,0.0984,,12,23,
subamb,49,1,3,27,1,27.1,4903,0.0110,0.0336,0.0710,,7.6,16,
subamb,49,1,4,154,1,154.1,4904,0.0393,0.0951,0.1399,,14.6,26,
subamb,49,1,5,128,3,128.3,4905,0.0102,0.0303,0.0680,,8,17.6,
subamb,49,2,6,12,2,12.2,4906,0.0047,0.0111,0.0455,,4.5,9.2,
subamb,49,2,7,60,3,60.3,4907,0.0051,0.0141,0.0449,,8.6,14,
subamb,49,2,8,62,1,62.1,4908,0.0137,0.0527,0.1023,,8,19.2,
subamb,49,2,9,21,2,21.2,4909,0.0123,0.0473,0.0852,,11.1,18.2,
subamb,49,2,10,28,2,28.2,4910,0.2831,0.2253,0.0302,,17.9,25,
subamb,49,3,11,2,1,2.1,4911,0.0056,0.0173,0.0541,,7.6,13.4,
subamb,49,3,12,92,2,92.2,4912,0.0053,0.0264,0.0711,,8,13.9,
subamb,49,3,13,142,3,142.3,4913,0.0299,0.0891,0.1662,,11.2,22.8,
subamb,49,3,14,116,3,116.3,4914,0.0097,0.0329,0.0772,,9.5,16.6,
subamb,49,3,15,16,3,16.3,4915,0.0284,0.0651,0.0986,,10.4,18.1,
subamb,49,4,16,55,1,55.1,4916,0.0073,0.0196,0.0485,,10.5,15.6,
subamb,49,4,17,33,3,33.3,4917,0.0027,0.0074,0.0246,,5.5,10.2,
subamb,49,4,18,55,3,55.3,4918,0.0150,0.0491,0.1025,,9.9,19,
subamb,49,4,19,115,1,115.1,4919,0.0070,0.0197,0.0526,,7.8,14,
subamb,49,4,20,112,1,112.1,4920,0.0071,0.0201,0.0518,,8.1,14.5,
subamb,50,1,1,160,2,160.2,5001,0.0142,0.0332,0.0365,,11,20.9,
subamb,50,1,2,18,3,18.3,5002,0.0055,0.0258,0.0457,,8.2,17.5,
subamb,50,1,3,181,2,181.2,5003,0.0056,0.0176,0.0483,,6.5,12.3,
subamb,50,1,4,100,2,100.2,5004,0.0050,0.0155,0.0489,,4,14.4,
subamb,50,1,5,170,2,170.2,5005,0.0143,0.0413,0.0673,,9.4,19.5,
subamb,50,2,6,123,1,123.1,5006,0.0166,0.0453,0.0681,,10.7,18.3,
subamb,50,2,7,131,2,131.2,5007,0.0022,0.0097,0.0351,,8.3,16.2,
subamb,50,2,8,31,3,31.3,5008,0.0150,0.0574,0.1185,,9.5,18.4,
subamb,50,2,9,42,2,42.2,5009,0.0050,0.0206,0.0513,,8,15.6,
subamb,50,2,10,35,3,35.3,5010,0.0263,0.0664,0.0943,,9.5,20.5,
subamb,50,3,11,86,1,86.1,5011,0.0008,0.0056,0.0093,,8,12.1,
subamb,50,3,12,69,2,69.2,5012,0.2282,0.1985,0.0099,,21.3,22.6,flowered 20/1/16
subamb,50,3,13,blank,,blank.,5013,0.0363,0.0941,0.1449,,11,21.5,
subamb,50,3,14,132,3,132.3,5014,0.0264,0.0701,0.0451,,15,25.6,
subamb,50,3,15,164,3,164.3,5015,0.0353,0.0393,0.0382,,9.5,18.3,
subamb,50,4,16,47,2,47.2,5016,0.0064,0.0143,0.0134,,7.6,17,
subamb,50,4,17,97,2,97.2,5017,0.0159,0.0386,0.0537,,10.2,19.8,
subamb,50,4,18,173,2,173.2,5018,0.0226,0.0739,0.0981,,10,19.5,
subamb,50,4,19,125,2,125.2,5019,0.0588,0.1781,0.2567,,14.1,27,
subamb,50,4,20,101,2,101.2,5020,,,,,,,
subamb,51,1,1,106,3,106.3,5101,0.0224,0.0498,0.0895,,10.5,17.5,
subamb,51,1,2,212121,10,bd21.10,5102,0.0077,0.0237,0.0272,,5.5,12.1,
subamb,51,1,3,100,1,100.1,5103,0.0356,0.0802,0.1242,,9,20.4,
subamb,51,1,4,181,3,181.3,5104,0.0316,0.0852,0.1143,,11.7,21,
subamb,51,1,5,155,3,155.3,5105,0.0030,0.0098,0.0263,,7.5,12.5,
subamb,51,2,6,150,3,150.3,5106,0.0507,0.1166,0.1521,,13.4,25.1,
subamb,51,2,7,129,1,129.1,5107,0.0049,0.0164,0.0460,,6.4,12.4,
subamb,51,2,8,43,3,43.3,5108,0.0311,0.0815,0.1203,,12.3,21,
subamb,51,2,9,183,2,183.2,5109,0.0087,0.3590,0.0614,,6.3,15.6,
subamb,51,2,10,101,1,101.1,5110,0.0187,0.0522,0.0708,,12.5,21.7,
subamb,51,3,11,136,1,136.1,5111,0.0382,0.1008,0.1352,,12.1,23.5,
subamb,51,3,12,38,3,38.3,5112,0.0184,0.0586,0.0944,,10,17.1,
subamb,51,3,13,106,1,106.1,5113,0.0203,0.0541,0.0948,,9.9,16.6,
subamb,51,3,14,168,3,168.3,5114,0.0206,0.0623,0.1063,,9.1,16.6,
subamb,51,3,15,140,3,140.3,5115,0.0057,0.0110,0.0266,,8.8,13.1,
subamb,51,4,16,130,3,130.3,5116,0.0153,0.0381,0.0960,,6.3,14,
subamb,51,4,17,164,1,164.1,5117,,,,,,,
subamb,51,4,18,97,3,97.3,5118,,,,,,,
subamb,51,4,19,130,2,130.2,5119,0.0929,0.0924,0.0532,,16.1,25.2,
subamb,51,4,20,66,2,66.2,5120,0.0077,0.0237,0.0463,,9,16.5,
subamb,52,1,1,38,1,38.1,5201,0.0505,0.1295,0.2168,,13.1,21.9,
subamb,52,1,2,28,1,28.1,5202,0.1397,0.2897,0.3109,,15.5,27,
subamb,52,1,3,140,1,140.1,5203,0.0030,0.0163,0.0480,,4,13.1,
subamb,52,1,4,62,3,62.3,5204,0.0201,0.0715,0.1372,,11.8,19.9,
subamb,52,1,5,155,1,155.1,5205,0.0292,0.0622,0.1215,,9.4,14.9,
subamb,52,2,6,142,2,142.2,5206,0.0357,0.0900,0.1567,,10.8,19.4,
subamb,52,2,7,11,3,11.3,5207,0.1127,0.2702,0.3088,,13.5,23.8,
subamb,52,2,8,137,2,137.2,5208,0.0089,0.0228,0.0720,,6.9,13.5,
subamb,52,2,9,101,3,101.3,5209,0.0083,0.0297,0.0838,,7.8,15.7,
subamb,52,2,10,27,2,27.2,5210,0.0223,0.0597,0.1078,,10,17.8,
subamb,52,3,11,113,3,113.3,5211,0.0419,0.0883,0.1584,,11,19.2,
subamb,52,3,12,139,2,139.2,5212,0.0102,0.0298,0.0642,,8,14.5,
subamb,52,3,13,7,3,7.3,5213,0.0057,0.0236,0.0705,,5.6,12.9,
subamb,52,3,14,55,2,55.2,5214,0.0124,0.0456,0.0917,,9.6,15.7,
subamb,52,3,15,150,1,150.1,5215,0.0577,0.1544,0.1530,,13.5,27,
subamb,52,4,16,97,1,97.1,5216,0.0183,0.0521,0.0949,,9.1,17,
subamb,52,4,17,136,3,136.3,5217,0.0020,0.0164,0.0428,,7.9,14.1,
subamb,52,4,18,164,2,164.2,5218,0.0310,0.0816,0.1586,,9.8,19.2,
subamb,52,4,19,106,2,106.2,5219,0.0194,0.0777,0.0988,,12.5,25.2,
subamb,52,4,20,128,2,128.2,5220,0.0254,0.0544,0.0748,,10.7,20.7,
subamb,53,1,1,181,1,181.1,5301,,,,,,,
subamb,53,1,2,58,1,58.1,5302,0.0087,0.0207,0.0704,,7.5,15.1,
subamb,53,1,3,16,2,16.2,5303,0.2038,0.1740,0.0160,,13.9,19.7,
subamb,53,1,4,131,1,131.1,5304,0.0310,0.0874,0.1403,,15.4,23.2,
subamb,53,1,5,99,2,99.2,5305,0.0107,0.0361,0.0810,,9.7,17.9,
subamb,53,2,6,170,3,170.3,5306,0.2938,0.2105,0.0136,,18.1,23.7,
subamb,53,2,7,69,1,69.1,5307,0.0263,0.0942,0.1574,,11.7,22.5,
subamb,53,2,8,20,2,20.2,5308,0.0490,0.1260,0.2235,,9,21.4,
subamb,53,2,9,126,1,126.1,5309,0.0690,0.1771,0.2413,,12.5,24.2,
subamb,53,2,10,84,3,84.3,5310,0.0156,0.0561,0.0848,,11,18.2,
subamb,53,3,11,86,2,86.2,5311,0.0032,0.0157,0.0388,,9,16,
subamb,53,3,12,43,2,43.2,5312,0.2786,0.2766,0.0373,,19.9,25.5,
subamb,53,3,13,150,2,150.2,5313,0.0192,0.0507,0.0882,,10.8,20.7,
subamb,53,3,14,129,2,129.2,5314,0.0430,0.1241,0.1548,,14.3,25.6,
subamb,53,3,15,66,1,66.1,5315,,,,,,,
subamb,53,4,16,61,2,61.2,5316,0.0106,0.0419,0.0662,,8.1,18.4,
subamb,53,4,17,168,2,168.2,5317,0.0274,0.0884,0.1402,,12.5,22.5,
subamb,53,4,18,42,3,42.3,5318,0.0053,0.0276,0.0615,,7.5,18.1,
subamb,53,4,19,108,1,108.1,5319,0.0090,0.0353,0.0718,,11.5,17.4,
subamb,53,4,20,125,1,125.1,5320,0.0207,0.0617,0.0747,,15.9,22.7,
subamb,54,1,1,114,1,114.1,5401,0.0041,0.0229,0.0551,,8.2,13.3,
subamb,54,1,2,152,2,152.2,5402,0.0045,0.0180,0.0656,,6.9,14,
subamb,54,1,3,107,3,107.3,5403,0.0198,0.0504,0.0938,,10.8,17.4,
subamb,54,1,4,174,2,174.2,5404,0.0043,0.0089,0.0288,,6.2,11.5,
subamb,54,1,5,142,1,142.1,5405,0.0188,0.0577,0.0872,,9.6,19.1,
subamb,54,2,6,28,3,28.3,5406,0.2124,0.2762,0.1646,,18.5,13.3,
subamb,54,2,7,176,2,176.2,5407,0.0073,0.0270,0.0437,,6.8,13.7,
subamb,54,2,8,65,3,65.3,5408,0.0031,0.0255,0.0508,,7,15.3,
subamb,54,2,9,145,2,145.2,5409,0.0077,0.0237,0.0548,,7.9,14.9,
subamb,54,2,10,163,1,163.1,5410,0.0596,0.1497,0.1155,,19.6,32.7,
subamb,54,3,11,122,1,122.1,5411,0.0112,0.0433,0.0713,,8.4,19.1,
subamb,54,3,12,176,3,176.3,5412,0.0312,0.1172,0.1461,,11.5,23.5,
subamb,54,3,13,117,2,117.2,5413,0.0084,0.0145,0.0625,,4,12,
subamb,54,3,14,27,3,27.3,5414,0.0155,0.0373,0.0656,,8.8,15.5,
subamb,54,3,15,102,1,102.1,5415,0.0358,0.0852,0.1350,,12,23.5,
subamb,54,4,16,139,3,139.3,5416,0.0095,0.0253,0.0603,,18.5,14.4,
subamb,54,4,17,88,3,88.3,5417,0.0064,0.0208,0.0544,,5.5,12.2,
subamb,54,4,18,95,3,95.3,5418,0.0080,0.0185,0.0578,,8.6,15.4,
subamb,54,4,19,95,2,95.2,5419,0.0394,0.0926,0.1641,,11.5,23.6,
subamb,54,4,20,137,3,137.3,5420,0.0074,0.0235,0.0660,,7.5,14,
subamb,55,1,1,153,2,153.2,5501,0.0045,0.0252,0.0475,,8.3,16,
subamb,55,1,2,6,1,6.1,5502,0.1064,0.1436,0.0711,,16.6,25.5,
subamb,55,1,3,3,2,3.2,5503,0.0458,0.0099,0.0693,,7.9,17.4,
subamb,55,1,4,8,2,8.2,5504,0.0159,0.0649,0.1087,,12.7,22.3,
subamb,55,1,5,171,1,171.1,5505,0.0188,0.0079,0.0655,,7.9,14.2,
subamb,55,2,6,165,3,165.3,5506,0.0036,0.0109,0.0361,,4.6,10.8,
subamb,55,2,7,212121,2,bd21.2,5507,0.0080,0.0334,0.0769,,6.5,15.6,
subamb,55,2,8,15,1,15.1,5508,0.0206,0.0692,0.1221,,10.3,18.2,
subamb,55,2,9,90,3,90.3,5509,0.0207,0.0758,0.1413,,10.1,17.6,
subamb,55,2,10,82,3,82.3,5510,0.0045,0.0211,0.0495,,8.8,13.4,
subamb,55,3,11,80,2,80.2,5511,0.0069,0.0302,0.0985,,5.5,12.9,
subamb,55,3,12,5,3,5.3,5512,0.0168,0.0523,0.1012,,10.3,18.5,
subamb,55,3,13,127,2,127.2,5513,0.0078,0.0209,0.0554,,5.7,14.6,
subamb,55,3,14,9,3,9.3,5514,0.0196,0.0669,0.1374,,9.9,17.2,
subamb,55,3,15,23,1,23.1,5515,0.0109,0.0405,0.0894,,7.4,13.9,
subamb,55,4,16,103,2,103.2,5516,0.0205,0.0494,0.1013,,8.2,13.9,
subamb,55,4,17,166,2,166.2,5517,0.0466,0.1385,0.1500,,14.3,21.1,
subamb,55,4,18,10,3,10.3,5518,0.0083,0.0298,0.0636,,7.5,15.1,
subamb,55,4,19,70,1,70.1,5519,0.0393,0.1301,0.1624,,14.3,26,
subamb,55,4,20,96,1,96.1,5520,0.0261,0.0933,0.1105,,11.6,22,
subamb,56,1,1,76,3,76.3,5601,0.0102,0.0226,0.0597,,8.1,14.2,
subamb,56,1,2,15,2,15.2,5602,0.0445,0.1195,0.1933,,11,21.3,
subamb,56,1,3,122,2,122.2,5603,0.0151,0.0401,0.0595,,12,20.4,
subamb,56,1,4,163,3,163.3,5604,0.0326,0.0960,0.1560,,9.3,17.7,
subamb,56,1,5,51,3,51.3,5605,0.0064,0.0250,0.0664,,6.2,13.6,
subamb,56,2,6,102,3,102.3,5606,0.0333,0.0774,0.1658,,10.1,18.4,
subamb,56,2,7,111,3,111.3,5607,0.0061,0.0187,0.0612,,6.6,12.1,
subamb,56,2,8,21,3,21.3,5608,0.0450,0.1096,0.1411,,13.2,20.5,
subamb,56,2,9,32,3,32.3,5609,0.0067,0.0193,0.0586,,7.1,14,
